Company Name,Industry,Address,City,State,ZIP,Contact First Name,Contact Middle Initial,Contact Last Name,Phone,Birthdate,Email,Account Code,National ID,Creation Date,Modify Date,Demo Reference
Mgkczhb,"Offices and clinics of medical doctors, nec",1075 Park Ave,nEW YORK,NY,10128-1003,Jerold,W,Kurzban,(336) 361-8455,26/11/1977,jkurzban@mgkczhb.com,<8455-1003/Kur>,917-23-2869,01/20/99,03/30/09,
Jozsefs Painting,Painting/paper hanging contractor,11 Pheasant Run Rd,kENT,CT,06757-1219,Jozsef,S,Fodor,(422) 567-5640,13/03/1970,jfodor@jozsefspainting.com,<5640-1219/Fod>,265-85-3615,12/09/07,12/09/02,
VF Factory Outlet,Clothing-Retail,110 Front St,wORCESTER,MA,01608-1446,Daniel,J,Myers,(928) 931-6186,10/09/1971,dmyers@vffactoryoutlet.com,<6186-1446/Mye>,316-51-2115,08/19/01,10/28/11,
Wanisoft Corporation,Computer related service,1105 E 10th St,cHATTANOOGA,TN,37403-3005,Nitesh,Y,Chhajwani,(928) 828-0209,30/04/1955,nchhajwani@wanisoftcorporation.com,<0209-3005/Chh>,239-21-7170,04/30/95,07/08/05,
Ejd Foundation,Business service,1112 15th St,wEST DES MOINES,IA,50265-2301,Edward,D,Downey,(254) 004-2502,09/08/1961,edowney@ejdfoundation.com,<2502-2301/Dow>,757-76-7421,03/18/04,03/19/99,
U S A Cmprhnsv Pblc Cmpng Gde,"Books, periodicals, and newspapers, nec",1115 6th Ave,dE LAND,FL,32724-3077,Jeanne,S,Bowerman,(943) 823-9435,02/08/1980,jbowerman@usacmprhnsvpblccmpnggde.com,<9435-3077/Bow>,419-67-1438,11/27/97,02/05/08,
MJI Co,General Co,1115 E Cloud Rd,pHOENIX,Arizona,85086-8407,Joseph,E,Strunk,(106) 248-3543,15/06/1964,jstrunk@mjico.com,<3543-8407/Str>,597-99-8731,10/16/06,10/16/01,
Joes Garage,Cranes-Repairing,1117 W Algonquin Rd,aLGONQUIN,IL,60102-3577,Joseph,,Krzeczowski,(449) 632-8342,05/08/1977,jkrzeczowski@joesgarage.com,<8342-3577/Krz>,754-33-7677,06/26/00,09/04/10,
Bay Area Biofuel,Recycling Centers (Wholesale),112 Ohio Ave,rICHMOND,CA,94804-2141,Herman,,Kron,(774) 796-5147,05/11/1968,hkron@bayareabiofuel.com,<5147-2141/Kro>,700-43-7948,05/15/09,05/15/04,
Insurance Savers,Insurance,1125 W Baseline Rd,mESA,Arizona,85210-9540,Melody,A,Gray,(371) 016-5634,07/03/1970,mgray@insurancesavers.com,<5634-9540/Gra>,592-18-0144,01/24/03,01/24/98,
Sweet Clips,Pet Washing & Grooming,113 N Us Highway 169,sMITHVILLE,MO,64089-8476,Sheryl,B,Bolander,(392) 410-7175,26/05/1974,sbolander@sweetclips.com,<7175-8476/Bol>,913-68-9663,10/04/96,12/13/06,
Tafedro Inc,Business service,1133 Osage Cir,sT GEORGE,Utah,84790-6810,Josefa,D,Tafua,(147) 003-8358,21/08/1977,jtafua@tafedroinc.com,<8358-6810/Taf>,332-05-2083,08/23/05,08/23/00,
Osco Drug,Pharmacies,1137 S Dobson Rd,mESA,Arizona,85202-3902,Walter,W,Williams,(189) 290-8670,29/06/1978,wwilliams@oscodrug.com,<8670-3902/Wil>,757-65-5311,05/04/99,07/12/09,
Xl Building Services,Venetian Blinds-Cleaning,11414 W Center Rd Ste 136,oMAHA,NE,68144-4487,Parker,S,Miller,(312) 658-5132,21/10/1968,pmiller@xlbuildingservices.com,<5132-4487/Mil>,785-65-0921,03/22/08,03/23/03,
Leave A Legacy Arizona,Fund Raising Counselors & Organizations,115 W Mcdowell Rd # 2,pHOENIX,Arizona,85003-1210,Nicole,J,Farr,(502) 214-2634,19/12/1961,nfarr@leavealegacyarizona.com,<2634-1210/Far>,267-74-1185,12/01/01,02/09/12,
Circle K,Snack Products,1150 E 6th St,tUCSON,Arizona,85719-5213,Thomas,Y,Fallows,(197) 656-4684,31/07/1967,tfallows@circlek.com,<4684-5213/Fal>,979-96-6368,08/12/95,10/20/05,
Eugene J Skoff,Midwives,11580 Circle Dr,hINSDALE,IL,60527-8012,Eugene,D,Skoff,(817) 756-0678,11/08/1956,eskoff@eugenejskoff.com,<0678-8012/Sko>,94-33-3845,06/30/04,07/01/99,
Hungry's Express At Energy Twr,Restaurants,11700 Old Katy Rd,hOUSTON,TX,77079-1216,Victor,S,Betz,(298) 167-1738,07/07/1959,vbetz@hungry'sexpressatenergytwr.com,<1738-1216/Bet>,2-63-0936,03/11/98,05/19/08,
Inspection Dept,Government Offices-County,118 Hamby Rd # 144,dOBSON,NC,27017-8471,Thomas,E,Gray-Bryant,(722) 518-2476,14/07/1961,tgray-bryant@inspectiondept.com,<2476-8471/Gra>,664-81-4612,01/28/07,01/28/02,
Dennys,Hamburger & Hot Dog Stands,11899 Foothill Blvd,rANCHO CUCAMONGA,CA,91730-3908,Khaled,,Obeid,(296) 480-2173,14/09/1960,kobeid@dennys.com,<2173-3908/Obe>,706-61-0739,10/08/00,12/17/10,
Issey Miyake USA Corp,Women's Coats & Suits-Wholesale,119 Hudson St,nEW YORK,NY,10013-2341,Eishun,,Yamada,(870) 878-7461,08/03/1975,eyamada@isseymiyakeusacorp.com,<7461-2341/Yam>,227-30-9765,08/27/09,08/27/04,
LGC Assoc,Employment Agencies & Opportunities,120 E Market St,iNDIANAPOLIS,IN,46204-3250,George,A,Lessmeister,(165) 567-3304,20/10/1963,glessmeister@lgcassoc.com,<3304-3250/Les>,245-97-6869,05/08/03,05/08/98,
Texaco,Eating places,120 E Riverside Dr,sT GEORGE,Utah,84790-6709,Lorrie,B,Beatham,(563) 966-9961,10/01/1982,lbeatham@texaco.com,<9961-6709/Bea>,110-13-7670,01/16/97,03/27/07,
MZM Environmental Inc,Medical Equipment-Repairing,120 Langley Rd N # 111,gLEN BURNIE,MD,21060-6533,Irving,D,Miller,(807) 346-9683,07/04/1981,imiller@mzmenvironmentalinc.com,<9683-6533/Mil>,521-55-1936,12/05/05,12/05/00,
Killian & Milnar,Dentists,120 Snelling Ave N,sT PAUL,MN,55104-6744,Jackie,W,Olson,(175) 690-5186,14/12/1968,jolson@killian&milnar.com,<5186-6744/Ols>,376-44-4004,08/16/99,10/24/09,
Puritan Chrysler-Plymouth Inc,Automobile Dealers-New Cars,1200 Cranston St,cRANSTON,RI,02920-7392,Martin,S,Gertsacov,(907) 459-2318,06/02/1961,mgertsacov@puritanchrysler-plymouthinc.com,<2318-7392/Ger>,518-89-2527,07/04/08,07/05/03,
RDC Co Escrow,Real Estate,12018 Paramount Blvd,dOWNEY,CA,90242-2308,Robert,J,Colenzo,(651) 253-7084,24/02/1974,rcolenzo@rdccoescrow.com,<7084-2308/Col>,609-57-3324,03/15/02,05/23/12,
Sleep America,Mattresses,1202 N 54th Ave # 111,pHOENIX,Arizona,85043-1709,Albert,Y,Betancourt,(917) 717-6795,11/05/1973,abetancourt@sleepamerica.com,<6795-1709/Bet>,435-51-9182,11/24/95,02/01/06,
Ju Juz Tattooz & Body Pierzing,Tattooing,121 W Van Buren,eUREKA SPRINGS,AR,72632-3650,Weezer,D,Young,(764) 644-0824,04/01/1957,wyoung@jujuztattooz&bodypierzing.com,<0824-3650/You>,543-70-0010,10/12/04,10/13/99,
Manila Import Export Beaverton,Retailer of groceries,12155 SW Canyon Rd,bEAVERTON,OR,97005-2147,Angtez,S,Kor,(896) 403-5260,26/02/1969,akor@manilaimportexportbeaverton.com,<5260-2147/Kor>,824-97-1018,06/23/98,08/31/08,
Moda Juvenil,Women's Apparel-Retail,123 S Grove Ave,eLGIN,IL,60120-6407,Ericka,E,Escamilla,(213) 356-6069,16/05/1971,eescamilla@modajuvenil.com,<6069-6407/Esc>,169-69-6962,05/12/07,05/12/02,
Vxservices LLC,Management consulting service,1230 Hunter CT,lONGMONT,Colorado,80501-3158,Burton,,Loupee,(469) 125-0405,12/11/1955,bloupee@vxservicesllc.com,<0405-3158/Lou>,460-54-5440,01/20/01,03/31/11,
Ridgeview Inn,Hotels & Motels,1230 S Bluff St,sT GEORGE,Utah,84770-5248,Steven,,Layton,(311) 883-0482,28/01/1956,slayton@ridgeviewinn.com,<0482-5248/Lay>,731-27-9815,12/09/09,12/09/04,
World Group Securties,Financial Planning Consultants,1240 E 100 S,sT GEORGE,Utah,84790-3001,Willie,,Billings,(309) 428-9132,04/10/1979,wbillings@worldgroupsecurties.com,<9132-3001/Bil>,168-24-2061,08/20/03,08/20/98,
J B Rebounder Inc,Sporting & Athletic Goods Nec (Mfrs),125 2nd Jpv St,wINTER HAVEN,FL,33880-1202,Jackie,,Brown,(691) 134-6629,26/11/1972,jbrown@jbrebounderinc.com,<6629-1202/Bro>,797-88-2971,04/30/97,07/09/07,
Mc Donald's,Restaurants,12549 State Road 535,oRLANDO,FL,32836-6724,Joseph,,Edholm,(853) 983-9504,10/10/1980,jedholm@mcdonald's.com,<9504-6724/Edh>,61-01-2583,03/19/06,03/19/01,
Fuurin-Oka Futon & Breakfast,Fountains-Garden Display Etc,12580 Vista Dr Ne,bAINBRIDGE ISLAND,WA,98110-1357,Mickey,A,Molnaire,(856) 366-0345,13/09/1955,mmolnaire@fuurin-okafuton&breakfast.com,<0345-1357/Mol>,941-65-3026,11/28/99,02/05/10,
El Bosque Mexican Restaurant,Restaurants,12656 West Ave,sAN ANTONIO,TX,78216-1800,Ernest,B,Lozano,(549) 205-4541,10/03/1967,elozano@elbosquemexicanrestaurant.com,<4541-1800/Loz>,553-22-5037,10/16/08,10/17/03,
VBI In-Situ Testing,Soil Testing,1300 Clay St # 600,oAKLAND,CA,94612-1427,Virgil,D,Baker,(843) 455-3654,04/10/1964,vbaker@vbiin-situtesting.com,<3654-1427/Bak>,502-40-1817,06/27/02,09/04/12,
MKC Brungarth Farm,Riding Academies,13009 London Rd,cOLUMBUS, Ohio,43201-0000,Kelley,W,Brungarth,(903) 101-4071,25/11/1965,kbrungarth@mkcbrungarthfarm.com,<4071-0000/Bru>,189-93-9532,03/07/96,05/16/06,
Mercediz Grooming,Pet Washing & Grooming,131 Grove St,kEESEVILLE,NY,12944-4003,Alicia,S,Fuller,(397) 299-7507,23/04/1975,afuller@mercedizgrooming.com,<7507-4003/Ful>,177-58-9343,01/24/05,01/25/00,
Jfr Construction Corp,Gas Line Installation & Repair,131 Lawrence Ave,sTATEN ISLAND,NY,10310-3031,Joseph,J,Rotunno,(512) 356-5321,28/04/1969,jrotunno@jfrconstructioncorp.com,<5321-3031/Rot>,984-98-8497,10/05/98,12/13/08,
MZA Global,Exporters,13126 S Broadway,lOS ANGELES,CA,90061-1122,Marvin,Y,Zepeda,(922) 711-6047,24/04/1971,mzepeda@mzaglobal.com,<6047-1122/Zep>,292-52-8949,08/24/07,08/24/02,
Nomadic Research Labs,"Noncommercial research organizations, nec",1313 Hagen Rd,sTANWOOD,WA,98282-8478,Steven,D,Roberts,(721) 137-8485,26/12/1977,sroberts@nomadicresearchlabs.com,<8485-8478/Rob>,334-53-2797,05/04/01,07/13/11,
Boat Wise Products,Fishing Tackle-Wholesale,1315 N 94th St,mESA,Arizona,85207-4301,George,S,Wise,(618) 844-2353,13/03/1961,gwise@boatwiseproducts.com,<2353-4301/Wis>,442-19-5018,01/13/95,03/23/05,
D & J Lynbrook Radiators,Radiators-Automotive-Wholesale,132 Merrick Rd,lYNBROOK,NY,11563-2740,Joseph,E,Kane,(973) 529-6475,25/06/1972,jkane@d&jlynbrookradiators.com,<6475-2740/Kan>,469-21-6882,12/02/03,12/02/98,
Gypsy Black Hels Belly Dancing,Ballrooms,13327 Carson CT,pIEDMONT,SD,57769-7131,Bianca,,Boll,(590) 694-3527,30/05/1964,bboll@gypsyblackhelsbellydancing.com,<3527-7131/Bol>,178-66-6894,08/12/97,10/21/07,
Kyushiki-Ryu School Of Kempo,Martial Arts Instruction,1335 E Mishawaka Ave,mISHAWAKA,IN,46544-2413,Dennis,,Niemier,(210) 583-4784,08/11/1967,dniemier@kyushiki-ryuschoolofkempo.com,<4784-2413/Nie>,496-69-6041,07/01/06,07/01/01,
Express Food Mart II,Convenience Stores,1337 W 117th St,cLEVELAND, Ohio,44107-3010,Pranpt,A,Singh,(832) 799-4065,19/11/1965,psingh@expressfoodmartii.com,<4065-3010/Sin>,738-95-3755,03/11/00,05/20/10,
JNG Svc Ctr,Automobile Repairing & Service,134 School St,cORDOVA,AL,35550-1428,Grover,B,Lynn,(712) 962-5409,25/07/1969,glynn@jngsvcctr.com,<5409-1428/Lyn>,12-28-5371,01/28/09,01/29/04,
Jtw Co Inc,Wallpapers & Wallcoverings-Installation,13415 54th Ave N,mINNEAPOLIS,MN,55442-1767,Jerome,D,Wold,(560) 606-2111,14/07/1960,jwold@jtwcoinc.com,<2111-1767/Wol>,172-48-2228,10/09/02,10/09/97,
LA Mundial Inc,"Women's clothing stores, nec",1344 Saint Nicholas Ave,nEW YORK,NY,10033-7245,Ahsrif,W,Thabit,(695) 849-9437,04/08/1980,athabit@lamundialinc.com,<9437-7245/Tha>,678-56-4247,06/19/96,08/28/06,
Aabon Home Health Care Supply,Medical equipment rental service,136 E Reynolds St,oZARK,AL,36360-1530,Robert,S,Harry,(463) 651-9507,13/10/1980,rharry@aabonhomehealthcaresupply.com,<9507-1530/Har>,71-77-2572,05/08/05,05/08/00,
Rrs Sales,Loan broker,14 Kellogg St,bROOKFIELD,CT,06804-1523,Robert,J,Schaus,(385) 994-2680,03/02/1962,rschaus@rrssales.com,<2680-1523/Sch>,621-34-3806,01/17/99,03/27/09,
Hertelndy Egene Watch Clk Repr,"Jewelry stores, nec",14 Parkview Rd,gLENVIEW,IL,60025-4930,Eugene,Y,Hertelendy,(611) 593-0660,24/07/1956,ehertelendy@hertelndyegenewatchclkrepr.com,<0660-4930/Her>,28-70-5916,12/06/07,12/06/02,
Bobs Maytag Central Svc Co,Picture Frames-Restoring & Repairing,1400 N 118th St,mILWAUKEE,WI,53226-3232,Robert,D,Jutz,(808) 437-0204,25/04/1955,rjutz@bobsmaytagcentralsvcco.com,<0204-3232/Jut>,882-53-1826,08/16/01,10/25/11,
Moffatt Bruce D MD,Physicians & Surgeons,1404 Kuhl Ave,oRLANDO,FL,32806-2008,Thomas,S,Rogers,(430) 976-9389,17/06/1980,trogers@moffattbrucedmd.com,<9389-2008/Rog>,445-03-3241,04/27/95,07/05/05,
Zodax,Apartment building operators,14040 Arminta St,pANORAMA CITY,CA,91402-6080,Philip,E,Cohanim,(958) 896-5565,28/12/1969,pcohanim@zodax.com,<5565-6080/Coh>,304-41-0831,03/15/04,03/16/99,
Glenwood Motor Inn,Hotels & Motels,141 W 6th St,gLENWOOD SPRINGS,Colorado,81601-2911,Jozefa,,Fit,(388) 901-2649,03/01/1962,jfit@glenwoodmotorinn.com,<2649-2911/Fit>,153-70-7182,11/24/97,02/02/08,
J&G Liquor Store,"Liquor stores, nec",1414 N State St,cLARKSDALE,MS,38614-6549,Gordon,,Wu,(889) 310-6763,09/04/1973,gwu@j&gliquorstore.com,<6763-6549/Wu>,111-28-4143,10/13/06,10/13/01,
Auto Insurance Ctr,Insurance,1423 S Country Club Dr # 3,mESA,Arizona,85210-5184,Teresa,A,Fisher,(338) 180-5333,10/05/1969,tfisher@autoinsurancectr.com,<5333-5184/Fis>,863-64-9981,06/23/00,09/01/10,
Rose Dental Art,Laboratories-Dental,1429 College Ave # L,mODESTO,CA,95350-4046,Mintae,B,Kim,(502) 021-8606,26/04/1978,mkim@rosedentalart.com,<8606-4046/Kim>,70-47-9465,05/12/09,05/12/04,
KASA,Radio Stations & Broadcasting Companies,1445 W Baseline Rd,pHOENIX,Arizona,85041-7010,Moises,D,Herrera,(696) 257-4007,22/09/1965,mherrera@kasa.com,<4007-7010/Her>,293-89-7742,01/21/03,01/21/98,
Boston University Women's Cncl,Associations,146 Commonwealth Ave,bOSTON,MA,02116-2901,Brenda,W,Steele,(899) 276-5401,17/07/1969,bsteele@bostonuniversitywomen'scncl.com,<5401-2901/Ste>,367-83-2867,10/01/96,12/10/06,
UFE Inc,Plastics-Fabricating/Finish/Decor-Mfrs,1462 Lionel Dr,eL PASO,TX,79936-5924,Martin,S,Kellog,(787) 086-8612,02/05/1978,mkellog@ufeinc.com,<8612-5924/Kel>,333-13-4146,08/20/05,08/20/00,
City of Hurricane,State Government-Executive Offices,147 N 870 W,hURRICANE,Utah,84737-1671,Thomas,J,Hirchi,(848) 179-7140,21/04/1974,thirchi@cityofhurricane.com,<7140-1671/Hir>,929-63-5487,05/01/99,07/09/09,
Support Systems Homes,Alcoholism Information & Treatment Ctrs,14895 E 14th St # 140,sAN LEANDRO,CA,94578-2995,Jackie,Y,Sims-Piljay,(469) 593-9736,30/05/1981,jsims-piljay@supportsystemshomes.com,<9736-2995/Sim>,451-12-3294,03/19/08,03/20/03,
Cope Robert M MD,Medical doctor's office,1490 E Foremaster Dr # 300,sT GEORGE,Utah,84790-4503,Robert,D,Cope,(499) 944-9117,19/09/1979,rcope@coperobertmmd.com,<9117-4503/Cop>,655-55-5628,11/28/01,02/06/12,
Virgin River Woodworking,Trade contractor,1490 Midway St,wASHINGTON,Utah,84780-8134,Marvin,S,Stewart,(128) 193-6308,10/01/1972,mstewart@virginriverwoodworking.com,<6308-8134/Ste>,859-66-6799,08/09/95,10/17/05,
Trumbull Cnty Mncpl Curt/Niles,Courts,15 E State St,nILES, Ohio,44446-5051,Thomas,E,Townley,(688) 168-1977,02/03/1960,ttownley@trumbullcntymncplcurt/niles.com,<1977-5051/Tow>,893-19-0242,06/27/04,06/28/99,
Connex Wireless,Banners,15 W Burnside Ave,bRONX,NY,10453-4003,George,,Rubina,(872) 650-1205,20/01/1958,grubina@connexwireless.com,<1205-4003/Rub>,627-45-3814,03/08/98,05/16/08,
Holt Brothers Heating Plbg & A,Plumbing/heating/AC contractor,1507 W State Route 29,uRBANA, Ohio,43078-8300,Robert,,Holtvoigt,(321) 161-2537,13/09/1961,rholtvoigt@holtbrothersheatingplbg&a.com,<2537-8300/Hol>,978-24-0479,01/25/07,01/25/02,
International Schl Gymnastics,Bingo Games,151 Crotona Ave,hARRISON,NY,10528-2612,Joseph,A,Pipia,(593) 054-7763,04/01/1976,jpipia@internationalschlgymnastics.com,<7763-2612/Pip>,450-18-0076,10/05/00,12/14/10,
Saint Clair Hairfashions,Beauty shops,1520 Saint Clair Ave,sAINT PAUL,MN,55105-2344,Bonnie,B,Sjerven,(317) 445-3652,02/10/1964,bsjerven@saintclairhairfashions.com,<3652-2344/Sje>,973-82-9539,08/24/09,08/24/04,
Tvb USA Inc,Television Stations & Broadcasting Co,15411 Blackburn Ave,nORWALK,CA,90650-6844,Philip,D,Tan,(336) 332-8401,03/10/1977,ptan@tvbusainc.com,<8401-6844/Tan>,825-21-0805,05/05/03,05/05/98,
Button Elec Inc,"Electrical work, nec",1544 E Glencove St,mESA,Arizona,85203-4411,Robert,W,Button,(443) 751-2270,20/12/1960,rbutton@buttonelecinc.com,<2270-4411/But>,340-13-5773,01/13/97,03/24/07,
Pickett Memorial Company,Tropical Fish-Retail,158 E Fulton St,gLOVERSVILLE,NY,12078-3350,Pierre,S,Alric,(202) 382-3279,25/09/1963,palric@pickettmemorialcompany.com,<3279-3350/Alr>,112-44-8464,12/02/05,12/02/00,
Norris Brown Construction,"Single-family housing construction, nec",16 E 200 S,kANAB,Utah,84741-3619,Norris,J,Brown,(868) 881-9504,10/10/1980,nbrown@norrisbrownconstruction.com,<9504-3619/Bro>,118-57-8068,08/13/99,10/21/09,
Child Nutrition Services,Schools,16 S 300 W,sT GEORGE,Utah,84770-3323,Sharon,Y,Stuckl,(123) 442-1825,02/10/1959,sstuckl@childnutritionservices.com,<1825-3323/Stu>,46-99-7864,07/01/08,07/02/03,
Carlos Castro,Attorneys,1601 N 7th St # 460,pHOENIX,Arizona,85006-2224,Carlos,D,Castro,(153) 930-5608,09/02/1970,ccastro@carloscastro.com,<5608-2224/Cas>,746-00-6091,03/12/02,05/20/12,
C&F Upholstery,Caning,1607 13th Pl,pHENIX CITY,AL,36867-5503,Curtis,S,Harrington,(416) 287-2529,05/09/1961,charrington@c&fupholstery.com,<2529-5503/Har>,855-19-1146,11/21/95,01/29/06,
Cadillac Painting,Coating/engraving services,1616 N 57th Ave,pHOENIX,Arizona,85035-4908,George,E,Schwartz,(842) 031-4714,30/08/1967,gschwartz@cadillacpainting.com,<4714-4908/Sch>,254-49-9979,10/09/04,10/10/99,
Screen City Inc,Doors-Fireproof (Manufacturers),1626 S 51st Ave,pHOENIX,Arizona,85043-8027,Ernest,,Padilla,(589) 620-4373,23/09/1966,epadilla@screencityinc.com,<4373-8027/Pad>,295-73-4961,06/20/98,08/28/08,
Sgp Communications,Post Cards-Manufacturers,1634 E Elizabeth Ave,lINDEN,NJ,07036-1725,Thomas,,Polito,(623) 634-9932,12/12/1981,tpolito@sgpcommunications.com,<9932-1725/Pol>,201-19-4978,05/09/07,05/09/02,
Wellfleet Pottery-Umber China,Pottery,165 Commercial St,wELLFLEET,MA,02667-7449,Trevor,A,Glucksman,(244) 994-2293,12/01/1961,tglucksman@wellfleetpottery-umberchina.com,<2293-7449/Glu>,688-18-6809,01/17/01,03/28/11,
Ulysses Sport Horses,Pet Training,16565 N Lago Del Oro Pkwy,tUCSON,Arizona,85739-9631,Shirly,B,Ulysses,(868) 664-1332,27/05/1958,sulysses@ulyssessporthorses.com,<1332-9631/Uly>,406-93-8186,12/06/09,12/06/04,
Peet's Coffee & Tea Inc,Coffee Shops,166 Sunset Dr,sAN RAMON,CA,94583-2340,Aylang,D,Thay,(637) 713-2727,22/03/1962,athay@peet'scoffee&teainc.com,<2727-2340/Tha>,574-69-6880,08/17/03,08/17/98,
US Post Office,U.S. Postal Service,167 S Stapley Dr,mESA,Arizona,85204-9997,Harold,W,Porter,(506) 470-0131,11/02/1955,hporter@uspostoffice.com,<0131-9997/Por>,711-69-5290,04/27/97,07/06/07,
One Stop Medical Supply Inc,Physicians & Surgeons Equip & Supls-Whol,1677 NE 163rd St,nORTH MIAMI BCH,FL,33162-4730,Allyne,S,Pruzhinin,(847) 302-8990,15/05/1979,apruzhinin@onestopmedicalsupplyinc.com,<8990-4730/Pru>,622-40-2380,03/16/06,03/16/01,
Kawnho Chong MD,Physicians & Surgeons,1687 Erringer Rd # 103,sIMI VALLEY,CA,93065-6509,Kawnho,J,Chong,(488) 369-3618,29/08/1964,kchong@kawnhochongmd.com,<3618-6509/Cho>,577-89-9635,11/25/99,02/02/10,
Mellas Electric,"Electrical work, nec",16901 Xylite St Ne,aNOKA,MN,55304-5030,Robert,Y,Mellas,(412) 316-2144,16/08/1960,rmellas@mellaselectric.com,<2144-5030/Mel>,887-55-6332,10/13/08,10/14/03,
Transform America Mortgage,Mortgage bankers and correspondents,1696 Tamarisk Dr,sANTA CLARA,Utah,84765-5162,Jerome,D,Meyer,(393) 346-1374,08/07/1958,jmeyer@transformamericamortgage.com,<1374-5162/Mey>,284-22-8087,06/24/02,09/01/12,
School Facilities Board,Government Offices-State,1700 W Washington St # 602,pHOENIX,Arizona,85007-2832,Philip,S,Geiger,(212) 253-6790,06/05/1973,pgeiger@schoolfacilitiesboard.com,<6790-2832/Gei>,670-13-7399,03/04/96,05/13/06,
Buzz Oates Entps Ariz LLC,Land developer,1711 S 47th Ave,pHOENIX,Arizona,85043-6115,Marvin,E,Oates,(599) 998-1575,25/01/1959,moates@buzzoatesentpsarizllc.com,<1575-6115/Oat>,769-63-5144,01/21/05,01/22/00,
Allergy/Asthma Assocs Lynchbrg,"Offices and clinics of medical doctors, nec",1715 Thomson Dr,lYNCHBURG,Virginia,24501-1101,Robert,,Miles,(714) 944-5664,06/04/1970,rmiles@allergy/asthmaassocslynchbrg.com,<5664-1101/Mil>,238-43-2313,10/02/98,12/10/08,
Thats Amore,Wedding Cakes,17153 46th Ave,fLUSHING,NY,11358-3332,Joseph,,Pipia,(699) 609-4536,05/03/1967,jpipia@thatsamore.com,<4536-3332/Pip>,926-33-1132,08/21/07,08/21/02,
Lightnin' Lube,Service Stations-Gasoline & Oil,1750 Depot St NE,cHRISTIANSBURG,Virginia,24073-3249,Lonnie,,Linkous,(605) 656-6381,23/03/1972,llinkous@lightnin'lube.com,<6381-3249/Lin>,84-51-8597,05/01/01,07/10/11,
Smart Merchant Textile In LA,Wholesalers,17701 Sybrandy Ave,cERRITOS,CA,90703-8341,Jinsup,,Choi,(453) 768-7762,03/01/1976,jchoi@smartmerchanttextileinla.com,<7762-8341/Cho>,984-66-9032,01/10/95,03/20/05,
Best Western Inn,Hotels & Motels,180 E Center,pANGUITCH,Utah,84759-0000,Coleen,,Orton,(184) 121-7187,07/06/1974,corton@bestwesterninn.com,<7187-0000/Ort>,631-94-4328,11/29/03,11/29/98,
Camelback BMW,"New and used car dealers, nec",18018 N Scottsdale Rd,pHOENIX,Arizona,85054-6139,Steven,,Knappenberger,(109) 960-3059,17/02/1963,sknappenberger@camelbackbmw.com,<3059-6139/Kna>,646-45-8120,08/09/97,10/18/07,
Shadow Hills Mobile Home Park,Mobile home site operators,1802 E Campo Bello Dr # 80,pHOENIX,Arizona,85022-2153,Robert,,Cargill,(224) 542-0444,21/12/1955,rcargill@shadowhillsmobilehomepark.com,<0444-2153/Car>,216-30-1835,06/28/06,06/28/01,
PVC Windoors,Windows-Manufacturers,1815 NE 144th St,nORTH MIAMI,FL,33181-1419,Gaston,,Boutreau,(290) 089-3281,27/09/1963,gboutreau@pvcwindoors.com,<3281-1419/Bou>,225-83-2358,03/08/00,05/17/10,
RSD Group LLC,Electronics-Consultants,182 Granary Cir,hARTLAND,WI,53029-2456,Robert,,Chaves,(238) 764-0646,10/07/1956,rchaves@rsdgroupllc.com,<0646-2456/Cha>,73-27-3215,01/25/09,01/26/04,
Southern Utah Mobile Welding,Structural metal fabrication,1835 Kittyhawk Dr,cEDAR CITY,Utah,,Melvin,,Bryant,(382) 283-4865,28/01/1968,mbryant@southernutahmobilewelding.com,<4865-/Bry>,454-08-9983,10/06/02,10/06/97,
Painters Local,Labor Organizations,1841 N 24th St # 1,pHOENIX,Arizona,,Lonnie,,Tinder,(819) 734-0616,10/06/1956,ltinder@painterslocal.com,<0616-/Tin>,364-09-8466,06/16/96,08/25/06,
Haj Wholesale Inc,"Candy, nut, and confectionery stores, nec",1842 W 47th St,cHICAGO,IL,,Marwan,,Elhaj,(680) 466-8976,01/05/1979,melhaj@hajwholesaleinc.com,<8976-/Elh>,496-30-0192,05/05/05,05/05/00,
Spectrum Group Inc,Business consulting service,187 Westridge Dr Unit 120,sT GEORGE,Utah,,Bernie,,Boswell,(587) 414-6241,04/11/1971,bboswell@spectrumgroupinc.com,<6241-/Bos>,568-22-9351,01/14/99,03/24/09,
Aqua Tap Utah LLC,Crushed limestone producer,1915 Rainbow Rd,sANTA CLARA,Utah,,Dennis,,Barnes,(574) 650-3061,19/02/1963,dbarnes@aquataputahllc.com,<3061-/Bar>,359-85-9712,12/03/07,12/03/02,
Dhx Inc,Freight-Consolidating,19201 S Susana Rd,cOMPTON,CA,,Ronald,,Massman,(285) 660-5345,22/05/1969,rmassman@dhxinc.com,<5345-/Mas>,529-85-4327,08/13/01,10/22/11,
Snelling,Modeling Agencies,1979 N Mill St Ste 200,nAPERVILLE,IL,,Robert,,Stadwick,(883) 496-8647,06/06/1978,rstadwick@snelling.com,<8647-/Sta>,799-63-3418,04/24/95,07/02/05,
Ocotillo Wood Furnishings,Retailer of furniture,199 W 2025 S APT 46,sT GEORGE,Utah,,Milton,,Hokanson,(772) 721-0042,14/11/1954,mhokanson@ocotillowoodfurnishings.com,<0042-/Hok>,123-32-9154,03/12/04,03/13/99,
